공연시설명,공연장명,좌석수,공연건수,개막편수,상연횟수,총티켓판매수,연도,규모
명동대성당,꼬스트홀,476,0,0,0,0,2023,300~500석 미만
명동대성당,파밀리아 채플,200,1,1,1,69,2023,1~300석 미만
명동대성당,대성전,0,0,0,0,0,2023,좌석 미상
북극곰소극장(구.아뮤스소극장),북극곰소극장(구.아뮤스소극장),37,2,0,28,149,2023,1~300석 미만
대구음악창작소,창공홀,90,1,1,1,90,2023,1~300석 미만
아이러브아트홀,아이러브아트홀,80,1,0,1,80,2023,1~300석 미만
경기상상캠퍼스 M3,멀티벙커,50,2,2,2,0,2023,1~300석 미만
경기상상캠퍼스 M3,공간1986,100,1,0,2,50,2023,1~300석 미만
경기상상캠퍼스 M3,교육1964,126,0,0,0,0,2023,1~300석 미만
오류아트홀,오류아트홀,365,2,2,2,125,2023,300~500석 미만
시흥ABC행복학습센터,ABC홀,381,1,1,3,92,2023,300~500석 미만
시흥ABC행복학습센터,어울림소극장,85,0,0,0,0,2023,1~300석 미만
김희수아트센터,SPACE 1(다목적홀),140,1,1,1,61,2023,1~300석 미만
김희수아트센터,설립자기념홀,0,0,0,0,0,2023,좌석 미상
롯데백화점 문화홀 [평촌],롯데백화점 문화홀 [평촌],420,1,1,2,191,2023,300~500석 미만
보령문화의전당,대강당,229,1,1,2,148,2023,1~300석 미만
미리내 마술극장,은하수홀,100,1,0,18,89,2023,1~300석 미만
락왕,락왕,140,1,1,1,179,2023,1~300석 미만
톤스튜디오 서울,A ROOM,39,2,2,3,91,2023,1~300석 미만
파주 프로방스 마술극장,파주 프로방스 마술극장,180,1,0,35,164,2023,1~300석 미만
골목실험극장,골목실험극장,100,7,4,14,62,2023,1~300석 미만
베리어스 재즈클럽,베리어스 콘서트홀,250,2,2,2,131,2023,1~300석 미만
살롱 문보우,살롱 문보우,80,3,3,3,110,2023,1~300석 미만
쌀롱드무지끄,쌀롱드무지끄,20,11,11,11,138,2023,1~300석 미만
공상온도,공상온도,80,2,2,2,81,2023,1~300석 미만
서산문화원,공연장,220,1,1,2,87,2023,1~300석 미만
문래재즈IN,문래재즈IN,60,3,3,3,59,2023,1~300석 미만
CLUB bender(클럽 벤더),CLUB bender(클럽 벤더),0,1,1,1,58,2023,좌석 미상
군산어린이공연장,군산어린이공연장,330,1,1,2,110,2023,300~500석 미만
클럽헤비,클럽헤비,100,3,3,3,120,2023,1~300석 미만
더 바이널 언더그라운드,더 바이널 언더그라운드,50,1,1,1,89,2023,1~300석 미만
인터플레이 [대전],인터플레이 [대전],80,2,2,2,135,2023,1~300석 미만
메종 글래드 [제주],컨벤션홀,320,1,1,1,121,2023,300~500석 미만
통영리스타트플랫폼,아트홀 통,120,1,1,1,56,2023,1~300석 미만
씨어터 쿰,씨어터 쿰,111,4,3,10,147,2023,1~300석 미만
엠피엠지,LOUNGE M.,30,1,1,3,152,2023,1~300석 미만
졸탄극장,졸탄극장,179,1,0,4,68,2023,1~300석 미만
보광극장,보광극장,30,3,3,12,176,2023,1~300석 미만
예술가의 집,예술가의 집,110,3,3,3,154,2023,1~300석 미만
소극장 플랫폼74,소극장 플랫폼74,70,4,3,10,107,2023,1~300석 미만
G스페이스홀 (지스페이스홀),G스페이스홀 (지스페이스홀),73,3,3,3,146,2023,1~300석 미만
클라라하우스,클라라하우스,0,4,4,4,62,2023,좌석 미상
스페이스브릭 (SPACE BRICK),스페이스브릭 (SPACE BRICK),160,1,1,1,115,2023,1~300석 미만
아트팩토리 봄,아트팩토리 봄,82,2,1,5,106,2023,1~300석 미만
맥거핀 서교,맥거핀 서교,0,1,0,26,174,2023,좌석 미상
마법의정원,마술공연장,100,1,0,15,81,2023,1~300석 미만
아세안문화원,대강당 (4층),158,2,2,6,114,2023,1~300석 미만
H-스테이지,H-스테이지,100,2,2,4,162,2023,1~300석 미만
금천뮤지컬센터,금천예술극장,197,1,0,5,74,2023,1~300석 미만
하땅세극장,하땅세극장,0,1,0,5,131,2023,좌석 미상
월드컵타운(구. 미리내 마술극단 [인천]),월드컵타운(구. 미리내 마술극단 [인천]),0,1,0,12,62,2023,좌석 미상
월드컵타운(구. 미리내 마술극단 [인천]),월드컵타운 7층,0,1,0,16,53,2023,좌석 미상
헤르만아트홀,헤르만아트홀,120,3,3,3,98,2023,1~300석 미만
제나아트홀 (구. 룸씨어터),제나아트홀 (구. 룸씨어터),204,2,0,21,147,2023,1~300석 미만
연남스페이스,연남스페이스,280,1,1,3,177,2023,1~300석 미만
상명대학교 천안캠퍼스,계당관,0,2,2,7,185,2023,좌석 미상
에스파스클래식,에스파스클래식,0,1,0,2,66,2023,좌석 미상
해봄연습실,해봄연습실,0,1,1,8,89,2023,좌석 미상
더퍼포머 씨어터(라스플로레스),더퍼포머 씨어터(라스플로레스),50,3,0,28,180,2023,1~300석 미만
온더플로우,온더플로우,0,1,1,2,81,2023,좌석 미상
공간울림연주홀,공간울림연주홀,220,5,5,6,78,2023,1~300석 미만
철원군청소년회관,철원군청소년회관,330,1,1,2,163,2023,300~500석 미만
이화여자대학교 리사이틀홀,이화여자대학교 리사이틀홀,200,1,1,1,116,2023,1~300석 미만
롯데리조트 [속초],그랜드 볼룸 (대연회장),690,1,0,16,135,2023,"500~1,000석 미만"
터 씨어터,소극장,214,1,1,4,58,2023,1~300석 미만
엔틱243 스튜디오,엔틱243 스튜디오,0,1,1,4,118,2023,좌석 미상
라드 (L.A.D),라드 (L.A.D),0,1,1,2,190,2023,좌석 미상
앤드트리 갤러리,앤드트리 갤러리,50,1,1,12,148,2023,1~300석 미만
오후의 홍차,오후의 홍차,0,1,1,2,90,2023,좌석 미상
한화리조트 [설악 쏘라노],야외무대,0,1,1,2,147,2023,좌석 미상
세라믹팔레스홀,세라믹팔레스홀,401,3,3,3,42,2023,300~500석 미만
학산소극장,학산소극장,114,1,1,2,39,2023,1~300석 미만
제주대학교 아라뮤즈홀,제주대학교 아라뮤즈홀,448,2,2,2,31,2023,300~500석 미만
하늘바람소극장,하늘바람소극장,0,1,0,1,3,2023,좌석 미상
미로센터 2관(구.궁동예술극장),미로센터 2관(구.궁동예술극장),83,1,1,4,25,2023,1~300석 미만
천안시청 봉서홀,천안시청 봉서홀,1064,1,1,1,10,2023,"1,000~5,000석 미만"
대전평생학습관,어울림홀,605,1,1,1,46,2023,"500~1,000석 미만"
대학로 마로니에소극장(플레이더씨어터),대학로 마로니에소극장(플레이더씨어터),100,1,0,14,37,2023,1~300석 미만
대학로단막극장,대학로단막극장,66,1,1,4,8,2023,1~300석 미만
삼청각,일화당,150,1,0,4,44,2023,1~300석 미만
피카소소극장,1관,85,2,1,6,50,2023,1~300석 미만
부산민주공원 공연장,큰방(중극장),419,1,1,1,4,2023,300~500석 미만
부산민주공원 공연장,작은방(소극장),116,0,0,0,0,2023,1~300석 미만
한울림소극장,한울림소극장,90,1,1,7,44,2023,1~300석 미만
고창문화의전당,공연장,625,1,1,1,50,2023,"500~1,000석 미만"
올림아트센터 (구.스튜디오76),올림아트센터 (구.스튜디오76),210,1,0,1,11,2023,1~300석 미만
엠스테이지 [부산](구.한결아트홀),엠스테이지 [부산](구.한결아트홀),137,2,2,4,37,2023,1~300석 미만
드림시어터 [대학로],소극장,126,1,1,12,30,2023,1~300석 미만
극장 동국,극장 동국,82,2,2,17,29,2023,1~300석 미만
소극장 공터 다,소극장 공터 다,100,4,4,6,22,2023,1~300석 미만
소극장 공터 다,공유공간 함께한DA (2층),0,0,0,0,0,2023,좌석 미상
인천아트플랫폼,공연장 (C동),30,1,1,2,3,2023,1~300석 미만
창작소극장,창작소극장,100,1,1,5,14,2023,1~300석 미만
후용공연예술센터,교실극장,120,0,0,0,0,2023,1~300석 미만
후용공연예술센터,야외공연장,200,1,1,3,29,2023,1~300석 미만
CJB미디어센터,에덴아트홀,1006,1,1,3,26,2023,"1,000~5,000석 미만"
소극장 6번출구,소극장 6번출구,90,1,0,1,17,2023,1~300석 미만
작은극장 다함,작은극장 다함,200,3,3,5,15,2023,1~300석 미만
페리지홀,페리지홀,202,2,2,2,49,2023,1~300석 미만
창조문화활력센터 소극장 624,창조문화활력센터 소극장 624,108,3,3,4,23,2023,1~300석 미만
창조문화활력센터 소극장 624,카페 공간 (F1),15,0,0,0,0,2023,1~300석 미만
공간 222,공간 222,33,1,1,3,4,2023,1~300석 미만
소극장 극예술공간,소극장 극예술공간,50,1,1,5,20,2023,1~300석 미만
소극장 길,소극장 길,100,1,1,5,19,2023,1~300석 미만
창조소극장 (구. 민아트홀),창조소극장 (구. 민아트홀),100,1,1,5,22,2023,1~300석 미만
트라이보울,공연장 (2층),300,1,1,1,42,2023,300~500석 미만
트라이보울,외부광장,0,0,0,0,0,2023,좌석 미상
트라이보울,커뮤니티홀 (전시장),0,0,0,0,0,2023,좌석 미상
소셜베뉴 라움,마제스틱볼룸,828,0,0,0,0,2023,"500~1,000석 미만"
소셜베뉴 라움,체임버홀,384,1,0,1,5,2023,300~500석 미만
소셜베뉴 라움,그라스가든,350,0,0,0,0,2023,300~500석 미만
아트홀제이,아트홀제이,23,1,1,1,3,2023,1~300석 미만
삼모아트센터,라비니아홀,94,1,1,1,5,2023,1~300석 미만
베짱이홀,베짱이홀,200,2,2,2,35,2023,1~300석 미만
문화공간 아이원,운당,80,4,4,4,46,2023,1~300석 미만
무대공감 소극장,무대공감 소극장,100,1,1,3,32,2023,1~300석 미만
부천실내체육관,부천실내체육관,5403,1,1,2,43,2023,"5,000~10,000석 미만"
드림홀,드림홀,150,1,1,1,13,2023,1~300석 미만
생기 스튜디오,생기 스튜디오,70,1,1,1,25,2023,1~300석 미만
Cafe PPnF,Cafe PPnF,30,1,1,1,2,2023,1~300석 미만
매지클,매지클,18,1,0,6,18,2023,1~300석 미만
라율아트홀,라율아트홀,60,1,1,3,4,2023,1~300석 미만
두잇아카펠라 Abar,두잇아카펠라 Abar,70,1,0,6,42,2023,1~300석 미만
재즈클럽 그루브,재즈클럽 그루브,70,3,3,3,17,2023,1~300석 미만
로즈아트홀,로즈아트홀,76,1,0,2,7,2023,1~300석 미만
게토얼라이브,게토얼라이브,75,4,4,4,39,2023,1~300석 미만
성북정보도서관,천장산우화극장,80,1,0,1,11,2023,1~300석 미만
그린빈 버찌라이브하우스,그린빈 버찌라이브하우스,150,1,1,1,25,2023,1~300석 미만
창작공간 기차,창작공간 기차,70,1,1,3,37,2023,1~300석 미만
공간소극장 [대연역],공간소극장 [대연역],50,1,1,2,10,2023,1~300석 미만
나음아트홀,나음아트홀,120,1,0,5,22,2023,1~300석 미만
IPAC홀 (인터내셔널퍼포밍아트센터),IPAC홀 (인터내셔널퍼포밍아트센터),45,2,2,4,27,2023,1~300석 미만
청년창조발전소 고고씽 JOB,공연장(3층),60,2,2,2,25,2023,1~300석 미만
문엔트리,문엔트리,0,7,1,22,46,2023,좌석 미상
남명아트홀,남명아트홀,142,1,1,1,10,2023,1~300석 미만
더 퍼포머,더 퍼포머,0,1,0,8,43,2023,좌석 미상
에피소드 서초 393,에피소드 서초 393,0,1,1,1,11,2023,좌석 미상
아트그라운드 플래닌,아트그라운드 플래닌,232,1,1,2,5,2023,1~300석 미만
자온양조장 백년한옥 이안당,자온양조장 백년한옥 이안당,0,2,2,2,28,2023,좌석 미상
벨지움 재즈카페,벨지움 재즈카페,0,1,1,1,31,2023,좌석 미상
문화공간 이룸 [전주],아트홀,130,2,2,2,25,2023,1~300석 미만
서울숲 스튜디오301,서울숲 스튜디오301,0,1,0,2,12,2023,좌석 미상
스페이스 미조,스페이스 미조,0,1,0,1,7,2023,좌석 미상
쿠무다 콘서트홀,쿠무다 콘서트홀,220,1,1,1,6,2023,1~300석 미만
음악플러스 아트홀,음악플러스 아트홀,50,1,0,1,15,2023,1~300석 미만
남양성모성지,대성당,0,1,1,1,20,2023,좌석 미상
남양성모성지,소성당,0,0,0,0,0,2023,좌석 미상
BeIN(비인),BeIN(비인),151,1,1,1,21,2023,1~300석 미만
반달서림,반달서림,0,2,2,2,18,2023,좌석 미상
1미터마술,1미터마술,0,1,0,10,31,2023,좌석 미상
에이치아츠(H-Art),스튜디오,0,1,1,1,8,2023,좌석 미상
에이치아츠(H-Art),콘서트홀,30,0,0,0,0,2023,1~300석 미만
별별마당 우금치,관용극장,100,1,1,1,12,2023,1~300석 미만
아트리홀,아트리홀,80,1,1,1,11,2023,1~300석 미만
수상한창고,수상한창고,35,2,1,4,42,2023,1~300석 미만
콘체르트보눔,콘체르트보눔,0,1,0,2,46,2023,좌석 미상
뱅크개라지,카페 공연장,0,2,1,4,16,2023,좌석 미상
필슈파스,필슈파스,0,1,1,1,43,2023,좌석 미상
한국문화테마파크,전통극 극장,0,2,1,2,15,2023,좌석 미상
제로사이,제로사이,0,1,0,3,6,2023,좌석 미상
스튜디오 바이탈 바이브,스튜디오 바이탈 바이브,25,2,2,2,31,2023,1~300석 미만
신재효판소리공원,신재효판소리공원,0,1,0,2,6,2023,좌석 미상
홍해성 소극장,소극장,40,2,1,5,17,2023,1~300석 미만
키자니아 부산,4층,200,2,1,2,13,2023,1~300석 미만
키자니아 부산,5층,200,0,0,0,0,2023,1~300석 미만
키자니아 부산,6층,200,0,0,0,0,2023,1~300석 미만
신한뮤직,신한뮤직,80,1,1,1,25,2023,1~300석 미만
부천문화원 솔안아트홀,부천문화원 솔안아트홀,247,1,0,1,31,2023,1~300석 미만
매지컬아트홀,공연장,54,1,0,3,6,2023,1~300석 미만
클럽 리얼라이즈 [부산],클럽 리얼라이즈 [부산],150,1,1,1,17,2023,1~300석 미만
수유연극실험실,수유연극실험실,20,1,1,3,13,2023,1~300석 미만
딥슬립커피,딥슬립커피,100,1,1,1,42,2023,1~300석 미만
보틀라운지,보틀라운지,10,1,1,1,25,2023,1~300석 미만
문화공간너나들이,문화공간너나들이,40,1,1,1,5,2023,1~300석 미만
모돈갤러리,모돈갤러리,0,1,1,2,37,2023,좌석 미상
마우디 스튜디오,마우디 스튜디오,0,1,1,1,11,2023,좌석 미상
포니정홀,포니정홀,300,1,1,1,15,2023,300~500석 미만
한국성서대학교,로고스홀(밀알관 B1),680,1,1,1,6,2023,"500~1,000석 미만"
더퍼포머 마술극장,더퍼포머 마술극장,0,1,0,6,39,2023,좌석 미상
쿰아트홀,공연장(B1),80,1,1,1,34,2023,1~300석 미만
체리 스튜디오,스튜디오(3F),0,1,1,1,7,2023,좌석 미상
루아앤티그리,루아앤티그리,0,1,1,1,5,2023,좌석 미상
예전아트센터,예전아트센터,200,1,1,2,2,2023,1~300석 미만
명보아트홀,하람홀,189,0,0,0,0,2023,1~300석 미만
명보아트홀,다온홀 (B1F),318,0,0,0,0,2023,300~500석 미만
명보아트홀,가온홀 (B3F),333,1,0,3,1,2023,300~500석 미만
명보아트홀,라온홀 (3F),334,0,0,0,0,2023,300~500석 미만
명보아트홀,와일드와일드 전용관,294,0,0,0,0,2023,1~300석 미만
명보아트홀,페인터즈 전용극장 (3층),334,0,0,0,0,2023,300~500석 미만
티엘아이 아트센터,티엘아이 아트센터,244,1,1,1,1,2023,1~300석 미만
꿈꾸는씨어터,꿈꾸는씨어터,120,1,1,1,0,2023,1~300석 미만
뮤직앤아트스튜디오,뮤직앤아트스튜디오,20,1,1,1,2,2023,1~300석 미만
1M SPACE,1M SPACE,55,1,1,1,1,2023,1~300석 미만
야기스튜디오,야기스튜디오,0,1,1,1,2,2023,좌석 미상
메가박스 [송도],메가박스 [송도],1542,1,0,2,2,2023,"1,000~5,000석 미만"
빈칸놀이터,빈칸놀이터,0,1,1,1,2,2023,좌석 미상
함라한옥마을체험관,함라한옥마을체험관,0,1,0,1,1,2023,좌석 미상
통기타캠프촌,통기타캠프촌,0,1,0,1,0,2023,좌석 미상
삼동소극장,삼동소극장,0,1,1,2,2,2023,좌석 미상
소극장 선물 2관,소극장 선물 2관,0,1,1,22,0,2023,좌석 미상
대전무형문화재전수회관,공연장,140,1,1,1,1,2023,1~300석 미만
예술의전당 [서울],CJ 토월극장,1004,1,1,1,576,2023,"1,000~5,000석 미만"
예술의전당 [서울],리사이틀홀,354,30,30,30,7835,2023,300~500석 미만
예술의전당 [서울],콘서트홀,2505,20,20,21,39284,2023,"1,000~5,000석 미만"
예술의전당 [서울],자유소극장,241,1,0,1,114,2023,1~300석 미만
예술의전당 [서울],IBK챔버홀,600,26,26,26,10219,2023,"500~1,000석 미만"
예술의전당 [서울],오페라극장,2283,1,1,1,1833,2023,"1,000~5,000석 미만"
예술의전당 [서울],신세계스퀘어 야외무대,1000,0,0,0,0,2023,"1,000~5,000석 미만"
예술의전당 [서울],인춘아트홀,100,21,21,21,1797,2023,1~300석 미만
예술의전당 [서울],1101어린이라운지,0,0,0,0,0,2023,좌석 미상
예술의전당 [서울],서예박물관,0,0,0,0,0,2023,좌석 미상
예술의전당 [서울],N스튜디오(국립예술단체공연연습장) 공용1,20,0,0,0,0,2023,1~300석 미만
국립극장,하늘극장,627,6,6,12,3296,2023,"500~1,000석 미만"
국립극장,별오름극장,74,0,0,0,0,2023,1~300석 미만
국립극장,해오름극장,1221,6,6,10,7022,2023,"1,000~5,000석 미만"
국립극장,달오름극장,510,3,3,11,4718,2023,"500~1,000석 미만"
국립극장,연습실,0,0,0,0,0,2023,좌석 미상
국립극장,문화광장,0,1,1,1,90,2023,좌석 미상
국립극장,해맞이 쉼터 (1F),0,0,0,0,0,2023,좌석 미상
국립극단 [명동],명동예술극장,547,1,0,15,4666,2023,"500~1,000석 미만"
국립정동극장,국립정동극장,326,2,2,22,5716,2023,300~500석 미만
국립정동극장,정동마루,60,2,2,2,100,2023,1~300석 미만
국립중앙박물관 극장 용,국립중앙박물관 극장 용,805,1,0,58,16049,2023,"500~1,000석 미만"
국립국악원,예악당,658,9,9,10,5790,2023,"500~1,000석 미만"
국립국악원,우면당,231,10,8,13,2622,2023,1~300석 미만
국립국악원,풍류사랑방,130,5,4,13,1748,2023,1~300석 미만
국립국악원,연희마당,700,0,0,0,0,2023,"500~1,000석 미만"
국립국악원,진악당(폐관),600,0,0,0,0,2023,"500~1,000석 미만"
디큐브링크아트센터,디큐브씨어터,1242,1,0,44,11615,2023,"1,000~5,000석 미만"
디큐브링크아트센터,스페이스 신도림(폐관),500,0,0,0,0,2023,"500~1,000석 미만"
샤롯데씨어터,샤롯데씨어터,1230,1,0,42,41584,2023,"1,000~5,000석 미만"
인천문화예술회관,소공연장,486,2,2,4,443,2023,300~500석 미만
인천문화예술회관,대공연장,1332,2,2,6,3664,2023,"1,000~5,000석 미만"
인천문화예술회관,야외공연장,440,0,0,0,0,2023,300~500석 미만
인천문화예술회관,복합문화공간,0,0,0,0,0,2023,좌석 미상
인천문화예술회관,로비,0,0,0,0,0,2023,좌석 미상
충무아트센터,소극장 블루,225,0,0,0,0,2023,1~300석 미만
충무아트센터,대극장,1250,1,0,35,29320,2023,"1,000~5,000석 미만"
충무아트센터,중극장 블랙,320,1,0,27,7544,2023,300~500석 미만
충무아트센터,컨벤션센터,150,0,0,0,0,2023,1~300석 미만
충무아트센터,예그린스페이스,100,0,0,0,0,2023,1~300석 미만
성남아트센터,콘서트홀,1102,13,12,13,8390,2023,"1,000~5,000석 미만"
성남아트센터,오페라하우스,1804,5,5,10,9181,2023,"1,000~5,000석 미만"
성남아트센터,앙상블씨어터,378,14,14,16,4708,2023,300~500석 미만
성남아트센터,미디어홀,97,0,0,0,0,2023,1~300석 미만
경기아트센터(구. 경기도문화의전당),소극장,502,8,8,8,1590,2023,"500~1,000석 미만"
경기아트센터(구. 경기도문화의전당),대극장,1544,6,6,16,10307,2023,"1,000~5,000석 미만"
경기아트센터(구. 경기도문화의전당),흥겨운 극장(국악당),426,0,0,0,0,2023,300~500석 미만
경기아트센터(구. 경기도문화의전당),컨벤션홀,160,0,0,0,0,2023,1~300석 미만
경기아트센터(구. 경기도문화의전당),행복한대극장(폐관),0,0,0,0,0,2023,좌석 미상
경기아트센터(구. 경기도문화의전당),야외광장,0,0,0,0,0,2023,좌석 미상
안산문화예술의전당,해돋이극장,1573,5,5,17,9718,2023,"1,000~5,000석 미만"
안산문화예술의전당,달맞이극장,716,2,2,4,1176,2023,"500~1,000석 미만"
안산문화예술의전당,별무리극장,140,4,4,11,927,2023,1~300석 미만
안산문화예술의전당,야외공연장,1000,0,0,0,0,2023,"1,000~5,000석 미만"
세종문화회관,세종대극장,3022,8,8,11,27644,2023,"1,000~5,000석 미만"
세종문화회관,세종체임버홀,443,24,24,24,7899,2023,300~500석 미만
세종문화회관,세종M씨어터,609,3,3,24,6845,2023,"500~1,000석 미만"
세종문화회관,세종S씨어터,300,3,3,18,3574,2023,300~500석 미만
세종문화회관,뜨락(야외공간)(폐관),0,0,0,0,0,2023,좌석 미상
세종문화회관,세종예술아카데미(스퀘어홀),94,1,0,2,37,2023,1~300석 미만
세종문화회관,세종예술아카데미(서클홀),50,0,0,0,0,2023,1~300석 미만
세종문화회관,세종예술아카데미(오픈스테이지),100,0,0,0,0,2023,1~300석 미만
블루스퀘어,신한카드홀 (구. 인터파크홀),1766,1,0,41,52111,2023,"1,000~5,000석 미만"
블루스퀘어,"SOL트래블홀 (구. Mastercard Hall, 구. 아이마켓홀)",1373,3,3,5,5241,2023,"1,000~5,000석 미만"
블루스퀘어,카오스홀,250,0,0,0,0,2023,1~300석 미만
블루스퀘어,NEMO,0,0,0,0,0,2023,좌석 미상
백암아트홀,백암아트홀,417,3,3,25,3695,2023,300~500석 미만
대전예술의전당,아트홀,1546,11,11,14,8275,2023,"1,000~5,000석 미만"
대전예술의전당,앙상블홀,643,15,15,17,1854,2023,"500~1,000석 미만"
대전예술의전당,원형극장,850,0,0,0,0,2023,"500~1,000석 미만"
대전예술의전당,연습실 (1F),0,0,0,0,0,2023,좌석 미상
울산문화예술회관,대공연장,1428,6,6,13,4411,2023,"1,000~5,000석 미만"
울산문화예술회관,소공연장,472,5,5,10,1538,2023,300~500석 미만
울산문화예술회관,야외공연장,650,0,0,0,0,2023,"500~1,000석 미만"
한전아트센터,한전아트센터,999,1,1,26,10437,2023,"500~1,000석 미만"
고양아람누리,아람음악당,1449,8,8,8,4806,2023,"1,000~5,000석 미만"
고양아람누리,새라새극장,304,4,4,10,1805,2023,300~500석 미만
고양아람누리,아람극장,1887,2,2,3,3275,2023,"1,000~5,000석 미만"
고양아람누리,노루목야외극장,1000,0,0,0,0,2023,"1,000~5,000석 미만"
고양아람누리,갤러리누리,0,0,0,0,0,2023,좌석 미상
부산문화회관,대극장,1417,11,11,14,6777,2023,"1,000~5,000석 미만"
부산문화회관,사랑채극장(소극장),312,1,0,24,3664,2023,300~500석 미만
부산문화회관,중극장,783,8,8,17,4898,2023,"500~1,000석 미만"
부산문화회관,챔버홀,410,4,4,4,320,2023,300~500석 미만
코엑스,신한카드 아티움,1004,1,0,37,13774,2023,"1,000~5,000석 미만"
코엑스,아트홀,200,0,0,0,0,2023,1~300석 미만
코엑스,오디토리움,1080,0,0,0,0,2023,"1,000~5,000석 미만"
코엑스,컨퍼런스룸(남),441,0,0,0,0,2023,300~500석 미만
코엑스,K팝 광장(동문),0,0,0,0,0,2023,좌석 미상
코엑스,D홀,7000,0,0,0,0,2023,"5,000~10,000석 미만"
코엑스,그랜드볼룸,1800,0,0,0,0,2023,"1,000~5,000석 미만"
코엑스,Hall C,0,0,0,0,0,2023,좌석 미상
(재) 영화의전당,하늘연극장,841,4,4,8,1956,2023,"500~1,000석 미만"
(재) 영화의전당,야외극장,4000,2,2,3,3521,2023,"1,000~5,000석 미만"
(재) 영화의전당,인디플러스,36,0,0,0,0,2023,1~300석 미만
(재) 영화의전당,로비,0,0,0,0,0,2023,좌석 미상
(재) 영화의전당,야외광장 (두레라움광장),0,0,0,0,0,2023,좌석 미상
수성아트피아,대극장 (대공연장),1159,6,5,6,3033,2023,"1,000~5,000석 미만"
수성아트피아,소극장 (소공연장),301,7,7,8,1601,2023,300~500석 미만
예스24 라이브홀 (구. 악스코리아),예스24 라이브홀 (구. 악스코리아),1051,4,4,6,6698,2023,"1,000~5,000석 미만"
예술의 전당 [광주] (구. 광주문화예술회관),대극장,1722,9,9,15,8328,2023,"1,000~5,000석 미만"
예술의 전당 [광주] (구. 광주문화예술회관),소극장,504,8,8,13,3609,2023,"500~1,000석 미만"
예술의 전당 [광주] (구. 광주문화예술회관),야외공연장,0,3,2,4,1123,2023,좌석 미상
제주문예회관,대극장,828,5,4,9,3836,2023,"500~1,000석 미만"
제주문예회관,소극장,170,0,0,0,0,2023,1~300석 미만
대백프라자,프라임홀,214,7,7,32,3484,2023,1~300석 미만
대백프라자,레오문화홀,100,1,0,33,380,2023,1~300석 미만
대백프라자,대백프라자갤러리 (프라자점 12층),0,0,0,0,0,2023,좌석 미상
대전평송청소년문화센터,평송홀(대극장),792,4,4,20,5498,2023,"500~1,000석 미만"
대전평송청소년문화센터,어울림홀(소극장),313,2,2,6,664,2023,300~500석 미만
춘천문화예술회관,공연장,940,5,5,7,3482,2023,"500~1,000석 미만"
춘천문화예술회관,로비,0,0,0,0,0,2023,좌석 미상
티오엠씨어터(구. 문화공간필링),1관,335,2,1,30,7615,2023,300~500석 미만
티오엠씨어터(구. 문화공간필링),2관,220,2,1,30,4760,2023,1~300석 미만
티오엠씨어터(구. 문화공간필링),연습실A,0,0,0,0,0,2023,좌석 미상
두산아트센터,Space111,300,1,0,16,1574,2023,300~500석 미만
두산아트센터,연강홀,620,1,1,27,5386,2023,"500~1,000석 미만"
두산아트센터,로비,0,0,0,0,0,2023,좌석 미상
당진문예의전당,대공연장,1001,4,4,12,4502,2023,"1,000~5,000석 미만"
당진문예의전당,소공연장,300,1,1,1,121,2023,300~500석 미만
당진문예의전당,야외공연장,100,0,0,0,0,2023,1~300석 미만
전북대학교 삼성문화회관,대공연장,1493,4,4,9,4575,2023,"1,000~5,000석 미만"
전북대학교 삼성문화회관,건지아트홀,224,0,0,0,0,2023,1~300석 미만
한국소리문화의전당,야외공연장,7000,0,0,0,0,2023,"5,000~10,000석 미만"
한국소리문화의전당,모악당,2037,7,7,7,4931,2023,"1,000~5,000석 미만"
한국소리문화의전당,명인홀,206,5,5,8,175,2023,1~300석 미만
한국소리문화의전당,연지홀,666,3,3,3,245,2023,"500~1,000석 미만"
한국소리문화의전당,국제회의장,250,0,0,0,0,2023,1~300석 미만
한국소리문화의전당,중정,100,0,0,0,0,2023,1~300석 미만
한국소리문화의전당,전시장 옥상,100,2,2,3,238,2023,1~300석 미만
한국소리문화의전당,전시장 (2F),0,0,0,0,0,2023,좌석 미상
부산시민회관,대극장,1606,5,5,11,6722,2023,"1,000~5,000석 미만"
부산시민회관,소극장,385,4,4,11,988,2023,300~500석 미만
부산시민회관,전시실 (1F),0,0,0,0,0,2023,좌석 미상
부산시민회관,전시실 (2F),0,0,0,0,0,2023,좌석 미상
구미시문화예술회관,대공연장,1183,4,4,6,6300,2023,"1,000~5,000석 미만"
구미시문화예술회관,소공연장,283,0,0,0,0,2023,1~300석 미만
구미시문화예술회관,야외공연장,700,0,0,0,0,2023,"500~1,000석 미만"
동덕여대공연예술센터,코튼홀,411,1,0,15,3648,2023,300~500석 미만
대구오페라하우스,대구오페라하우스,1490,4,4,4,3862,2023,"1,000~5,000석 미만"
대구오페라하우스,별관 카메라타,90,0,0,0,0,2023,1~300석 미만
대구오페라하우스,야외광장,0,0,0,0,0,2023,좌석 미상
꿈의숲아트센터,퍼포먼스홀,283,1,1,3,657,2023,1~300석 미만
꿈의숲아트센터,콘서트홀,301,16,16,17,3882,2023,300~500석 미만
꿈의숲아트센터,야외 볼프라자,0,0,0,0,0,2023,좌석 미상
동국대학교,이해랑예술극장,302,2,1,36,6112,2023,300~500석 미만
동국대학교,본관 중강당,430,1,1,6,1544,2023,300~500석 미만
