공연시설명,공연장명,좌석수,공연건수,개막편수,상연횟수,총티켓판매수,연도,규모
씨어터 제이,씨어터 제이,180,1,1,3,112,2023,1~300석 미만
북촌창우극장,북촌창우극장,100,2,2,14,150,2024,1~300석 미만
안똔체홉극장,안똔체홉극장,65,2,1,15,126,2024,1~300석 미만
안똔체홉극장,애플개러지 스튜디오 (1F),0,1,0,2,14,2024,좌석 미상
R&J씨어터(구. 연진아트홀),R&J씨어터(구. 연진아트홀),127,1,1,27,174,2024,1~300석 미만
대전 서구 관저문예회관,대전 서구 관저문예회관,254,1,1,2,135,2023,1~300석 미만
더 씨어터,더 씨어터,96,1,0,23,98,2023,1~300석 미만
이음아트홀 [대전],이음아트홀 [대전],180,2,2,14,200,2023,1~300석 미만
성균소극장,성균소극장,100,1,0,14,98,2024,1~300석 미만
루미나아트홀 (구.시온아트홀),루미나아트홀 (구. 시온아트홀),144,3,2,16,229,2024,1~300석 미만
"SCC홀 (구. DS홀, 구. 서울바로크챔버홀)","SCC홀 (구. DS홀, 구. 서울바로크챔버홀)",204,1,1,1,132,2023,1~300석 미만
영광예술의전당,대공연장,579,1,1,1,170,2023,"500~1,000석 미만"
영광예술의전당,소공연장,149,0,0,0,0,2023,1~300석 미만
KT&G 상상마당 [춘천],사운드홀,200,1,1,2,190,2024,1~300석 미만
KT&G 상상마당 [춘천],야외공연장,1500,0,0,0,0,2024,"1,000~5,000석 미만"
KT&G 상상마당 [춘천],라이브스튜디오,0,0,0,0,0,2024,좌석 미상
해바라기소극장 (구. 훈아트홀),해바라기소극장 (구. 훈아트홀),100,1,0,35,232,2024,1~300석 미만
부산예술대학교 원곡예술관,공연장,594,1,1,1,150,2023,"500~1,000석 미만"
레몬트리소극장,레몬트리소극장,100,1,1,3,165,2023,1~300석 미만
엠스테이지(구.인사아트홀),엠스테이지(구.인사아트홀),176,1,0,17,205,2024,1~300석 미만
스튜디오SK,스튜디오SK,80,2,2,8,115,2024,1~300석 미만
뜻밖의 극장(구. 해우소소극장),뜻밖의 극장(구. 해우소소극장),50,1,1,4,110,2024,1~300석 미만
명동대성당,꼬스트홀,476,0,0,0,0,2023,300~500석 미만
명동대성당,파밀리아 채플,200,2,2,2,110,2023,1~300석 미만
명동대성당,대성전,0,0,0,0,0,2023,좌석 미상
다누림센터,다누림홀,210,1,1,4,105,2023,1~300석 미만
양양문화복지회관,공연장,440,1,1,1,161,2023,300~500석 미만
베짱이홀,베짱이홀,200,4,4,4,158,2024,1~300석 미만
을지공간,을지공간,45,3,2,12,185,2024,1~300석 미만
신촌문화발전소,소극장,50,3,3,9,191,2023,1~300석 미만
신영체임버홀,신영체임버홀,70,3,3,3,218,2024,1~300석 미만
김포한강괜찮은홀,김포한강괜찮은홀,110,1,1,4,201,2024,1~300석 미만
베리어스 재즈클럽,베리어스 콘서트홀,250,1,1,3,210,2024,1~300석 미만
우리소극장 [의정부],우리소극장 [의정부],50,3,2,12,230,2024,1~300석 미만
카페 언플러그드,카페 언플러그드,60,2,2,2,108,2024,1~300석 미만
별빛도서관,대강당,233,1,1,1,234,2023,1~300석 미만
화성어린이복합문화센터,아이누리극장,224,1,1,1,224,2023,1~300석 미만
인터플레이 [대전],인터플레이 [대전],80,2,2,2,155,2023,1~300석 미만
군포시평생학습원,상상극장,87,1,1,4,133,2024,1~300석 미만
디앤지홀 (DNG HALL),디앤지홀 (DNG HALL),250,1,1,1,198,2023,1~300석 미만
씨어터 쿰,씨어터 쿰,111,3,2,23,226,2024,1~300석 미만
엠피엠지,LOUNGE M.,30,3,3,3,230,2024,1~300석 미만
예술가의 집,예술가의 집,110,4,4,4,154,2024,1~300석 미만
정약용도서관,정약용도서관,320,1,1,1,210,2023,300~500석 미만
세종 음악창작소 누리락,공연장,182,1,1,1,113,2024,1~300석 미만
더바인홀,더바인홀,80,3,2,4,123,2023,1~300석 미만
서울생활문화센터 서교,서교스퀘어,162,1,1,1,138,2023,1~300석 미만
경기섬유종합지원센터,대강당,389,1,1,2,154,2024,300~500석 미만
경기섬유종합지원센터,컨벤션홀,540,0,0,0,0,2024,"500~1,000석 미만"
극장 PLOT,극장 PLOT,0,2,2,7,152,2024,좌석 미상
하땅세극장,하땅세극장,0,2,0,7,143,2024,좌석 미상
BeIN(비인),BeIN(비인),151,3,3,4,190,2023,1~300석 미만
영덕 무형문화재 전수교육관,소극장,154,1,1,1,147,2023,1~300석 미만
거암아트홀,거암아트홀,144,6,6,6,200,2024,1~300석 미만
썸컴퍼니앤 광태소극장,썸컴퍼니앤 광태소극장,80,1,1,4,116,2023,1~300석 미만
별별마당 우금치,관용극장,100,7,7,9,107,2023,1~300석 미만
인터뮤직홀,인터뮤직홀,0,4,4,4,101,2023,좌석 미상
사천세계아트서커스,사천세계아트서커스,55,1,0,31,213,2024,1~300석 미만
청년예술청 SAPY,청년예술청 SAPY,0,0,0,0,0,2023,좌석 미상
청년예술청 SAPY,그레이룸,100,1,1,5,173,2023,1~300석 미만
청년예술청 SAPY,화이트룸,15,0,0,0,0,2023,1~300석 미만
더퍼포머 마술극장,더퍼포머 마술극장,0,1,0,12,161,2024,좌석 미상
인터미션,소극장 아트홀,0,1,1,4,141,2023,좌석 미상
강릉원주대학교 예술1호관,콘서트홀,130,2,2,2,230,2023,1~300석 미만
미리내 마술극단 [송도],미리내 마술극단 [송도],30,1,0,19,225,2024,1~300석 미만
명륜아트홀,명륜아트홀,20,3,2,13,217,2023,1~300석 미만
파닥파닥클럽,파닥파닥클럽,0,2,1,12,111,2024,좌석 미상
알레스 아트(Alles-Art),알레스 아트(Alles-Art),0,8,2,43,166,2023,좌석 미상
SPACE SODA2002,공연장,70,3,3,3,194,2023,1~300석 미만
아로아로홀,공연장(B1),0,2,2,3,116,2023,좌석 미상
소다아트홀,소다아트홀,0,2,0,21,120,2023,좌석 미상
홍대BENDER,홍대BENDER 지하1층,0,1,1,1,99,2023,좌석 미상
사랑새아트홀,사랑새아트홀,0,2,1,18,173,2023,좌석 미상
어댑터씨어터 2관,어댑터씨어터 2관,92,4,3,13,119,2023,1~300석 미만
예나아트홀,공연장,80,6,6,6,161,2023,1~300석 미만
송도 건원테크노큐브,송도 건원테크노큐브,100,0,0,0,0,2023,1~300석 미만
송도 건원테크노큐브,마술극장 (B1),0,2,0,11,214,2023,좌석 미상
백양문화예술회관,공연장,0,1,1,1,99,2023,좌석 미상
수원문화원 (빛누리아트홀),수원문화원 (빛누리아트홀),499,1,1,1,166,2023,300~500석 미만
아르코공연 연습센터@화성,대연습실,0,2,2,2,126,2023,좌석 미상
Baby Doll (베이비돌),Baby Doll (베이비돌),0,2,2,2,117,2023,좌석 미상
와우산로 90,와우산로 90,0,1,1,1,229,2023,좌석 미상
갤러리99,블랙 (B1),0,1,1,10,216,2023,좌석 미상
갤러리99,화이트 (3F),0,0,0,0,0,2023,좌석 미상
진아트센터,공연장,176,1,1,1,186,2023,1~300석 미만
성미산마을극장 향,성미산마을극장 향,101,3,2,6,98,2023,1~300석 미만
예술나눔 터,예술나눔 터,106,1,1,17,78,2023,1~300석 미만
삼일로창고극장,삼일로창고극장,50,2,2,6,50,2024,1~300석 미만
학산소극장,학산소극장,114,1,1,4,50,2024,1~300석 미만
KBS [본관],KBS홀,1661,1,1,7,41,2023,"1,000~5,000석 미만"
KBS [본관],KBS아트홀,0,1,1,1,2,2023,좌석 미상
빛고을국악전수관,빛고을국악전수관,156,1,1,1,72,2023,1~300석 미만
강원대학교 백령아트센터,강원대학교 백령아트센터,1600,1,1,1,73,2024,"1,000~5,000석 미만"
강원대학교 백령아트센터,백령스포츠센터,0,0,0,0,0,2024,좌석 미상
부암아트홀,부암아트홀,120,1,1,1,97,2023,1~300석 미만
양구문화복지센터,양구문화복지센터,309,1,1,1,51,2023,300~500석 미만
드림아트홀 [대전],드림아트홀 [대전],77,1,1,3,34,2023,1~300석 미만
대학로단막극장,대학로단막극장,66,2,2,6,42,2024,1~300석 미만
소극장 여우,소극장 여우,100,1,1,6,56,2023,1~300석 미만
예술공간 혜화,예술공간 혜화,110,3,3,14,82,2024,1~300석 미만
엠스테이지 [부산](구.한결아트홀),엠스테이지 [부산](구.한결아트홀),137,1,0,11,83,2024,1~300석 미만
소극장 공터 다,소극장 공터 다,100,1,1,3,41,2024,1~300석 미만
소극장 공터 다,공유공간 함께한DA (2층),0,0,0,0,0,2024,좌석 미상
소극장 공유,소극장 공유,80,7,7,23,67,2024,1~300석 미만
대전예술가의집,누리홀,140,2,2,2,71,2024,1~300석 미만
인천아트플랫폼,공연장 (C동),30,1,1,2,46,2023,1~300석 미만
소극장 함세상,소극장 함세상,70,1,1,9,47,2023,1~300석 미만
후용공연예술센터,교실극장,120,1,1,3,45,2023,1~300석 미만
후용공연예술센터,야외공연장,200,0,0,0,0,2023,1~300석 미만
꿈꾸는씨어터,꿈꾸는씨어터,120,2,2,3,57,2024,1~300석 미만
대학로 이음센터(한국장애인문화예술원),이음홀,80,2,2,8,77,2023,1~300석 미만
대학로 이음센터(한국장애인문화예술원),이음갤러리,40,0,0,0,0,2023,1~300석 미만
페리지홀,페리지홀,202,2,2,2,55,2024,1~300석 미만
한옥마을아트홀,한옥마을아트홀,60,1,0,12,48,2024,1~300석 미만
놀터예술공방,놀터예술공방,50,5,5,14,87,2024,1~300석 미만
창조문화활력센터 소극장 624,창조문화활력센터 소극장 624,108,1,1,2,69,2023,1~300석 미만
창조문화활력센터 소극장 624,카페 공간 (F1),15,0,0,0,0,2023,1~300석 미만
민들레연극마을,사랑채극장,100,0,0,0,0,2023,1~300석 미만
민들레연극마을,별극장,200,0,0,0,0,2023,1~300석 미만
민들레연극마을,돔극장,0,1,0,5,71,2023,좌석 미상
소극장 길,소극장 길,100,1,1,11,45,2023,1~300석 미만
서울마포음악창작소(구.뮤지스땅스),라이브홀,50,1,1,1,38,2023,1~300석 미만
일터 소극장,일터 소극장,100,1,1,4,67,2023,1~300석 미만
소극장 쇠내골,소극장 쇠내골,115,1,0,3,58,2024,1~300석 미만
대구음악창작소,창공홀,90,1,1,1,77,2023,1~300석 미만
아트벙커,아트벙커,104,2,1,11,77,2024,1~300석 미만
연희예술극장,연희예술극장,115,3,3,4,96,2024,1~300석 미만
락왕,락왕,140,1,1,1,61,2023,1~300석 미만
톤스튜디오 서울,A ROOM,39,3,3,3,95,2024,1~300석 미만
DS ART HALL(창선당),DS ART HALL(창선당),137,1,1,1,65,2023,1~300석 미만
채널 1969,채널 1969,150,3,3,3,76,2023,1~300석 미만
살롱 문보우,살롱 문보우,80,2,2,2,75,2024,1~300석 미만
쌀롱드무지끄,쌀롱드무지끄,20,8,8,8,97,2024,1~300석 미만
공상온도,공상온도,80,1,1,1,45,2024,1~300석 미만
문래재즈IN,문래재즈IN,60,3,3,3,53,2024,1~300석 미만
CLUB bender(클럽 벤더),CLUB bender(클럽 벤더),0,2,2,2,38,2024,좌석 미상
문화비축기지,문화마당,10000,0,0,0,0,2023,"10,000석 이상"
문화비축기지,T1 1번 탱크 파빌리온,200,0,0,0,0,2023,1~300석 미만
문화비축기지,2번 탱크 실내공연장,300,0,0,0,0,2023,300~500석 미만
문화비축기지,T2 야외무대,400,0,0,0,0,2023,300~500석 미만
문화비축기지,4번 탱크,250,2,2,3,49,2023,1~300석 미만
문화비축기지,원형회의실,30,0,0,0,0,2023,1~300석 미만
두잇아카펠라 Abar,두잇아카펠라 Abar,70,1,0,4,42,2024,1~300석 미만
소극장 연극바보들,소극장 연극바보들,74,1,0,16,75,2023,1~300석 미만
몽향라이브홀,몽향라이브홀,100,1,1,1,69,2023,1~300석 미만
대구마술극장 (블루마술극장),대구마술극장 (블루마술극장),60,1,0,5,40,2023,1~300석 미만
선릉아트홀,선릉아트홀,77,7,7,7,76,2024,1~300석 미만
국제아트홀,국제아트홀,186,1,1,1,86,2023,1~300석 미만
소극장 플랫폼74,소극장 플랫폼74,70,2,2,4,38,2024,1~300석 미만
어댑터씨어터 1관 (구.어댑터플레이스),어댑터씨어터 1관,100,2,2,10,51,2024,1~300석 미만
후암스테이지,"후암스테이지 (구. 마라카 3관, 오씨어터)",115,3,3,18,47,2024,1~300석 미만
후암스테이지,2관,0,0,0,0,0,2024,좌석 미상
문엔트리,문엔트리,0,6,0,12,63,2024,좌석 미상
아트팩토리 봄,아트팩토리 봄,82,1,1,9,53,2024,1~300석 미만
마법의정원,마술공연장,100,2,0,8,35,2024,1~300석 미만
전포와일드클럽,전포와일드클럽,0,1,1,9,51,2023,좌석 미상
서울숲 스튜디오301,서울숲 스튜디오301,0,1,0,2,33,2024,좌석 미상
지블레싱소극장,지블레싱소극장,0,1,1,6,51,2023,좌석 미상
헤르만아트홀,헤르만아트홀,120,2,2,2,44,2024,1~300석 미만
KBS대구방송총국,TV공개홀,0,1,1,1,92,2023,좌석 미상
수상한창고,수상한창고,35,4,4,4,48,2024,1~300석 미만
더퍼포머 씨어터(라스플로레스),더퍼포머 씨어터(라스플로레스),50,1,0,9,77,2024,1~300석 미만
루시드아트홀,루시드아트홀,118,2,0,10,71,2024,1~300석 미만
공간울림연주홀,공간울림연주홀,220,1,1,1,80,2024,1~300석 미만
정심아트홀,정심아트홀,83,2,1,16,59,2023,1~300석 미만
원효로 예수성심성당,예수성심성당,0,1,1,1,39,2023,좌석 미상
오대호 아트팩토리,오대호 아트팩토리,0,1,0,9,79,2024,좌석 미상
청춘예찬,청춘예찬,85,1,1,1,68,2023,1~300석 미만
오버랩 [경주],오버랩(1F),0,1,1,2,34,2023,좌석 미상
카페 가우디,공연장(2F),0,1,1,2,34,2023,좌석 미상
OR COFFEE,OR COFFEE,40,1,1,2,71,2023,1~300석 미만
카페 플랫,카페 플랫,50,1,1,2,73,2023,1~300석 미만
영산대학교 [해운대],성심오디토리움(M동),300,2,2,3,42,2023,300~500석 미만
어바웃 매직(aboutmagic),어바웃 매직(aboutmagic),0,2,0,14,61,2023,좌석 미상
Layer 41,Layer 41,0,1,1,1,38,2023,좌석 미상
범 뮤직 스튜디오,스튜디오,0,1,1,2,56,2023,좌석 미상
BRST STUDIO,공연장(B1),0,1,1,1,54,2023,좌석 미상
온맘씨어터,온맘씨어터,100,1,1,1,70,2023,1~300석 미만
모던클로이스터(ModernCloister),모던클로이스터,0,1,1,1,45,2023,좌석 미상
연애상담소,연애상담소,0,1,0,8,34,2023,좌석 미상
칸타빌레 클래식 아트홀,지하1층 칸타빌레 아트홀,50,1,1,1,40,2023,1~300석 미만
선농단역사문화관,제2전시실 (B3),0,1,1,1,79,2023,좌석 미상
선농단역사문화관,제1전시실 (B1),0,0,0,0,0,2023,좌석 미상
히든 사운드,히든 사운드,0,2,2,2,37,2023,좌석 미상
상상플랫폼,상상플랫폼 야외광장,0,1,1,4,35,2023,좌석 미상
상상플랫폼,대강당,0,0,0,0,0,2023,좌석 미상
쉘터 & 페이퍼 (SHELTER & PAPER),SHELTER (F5),0,0,0,0,0,2023,좌석 미상
쉘터 & 페이퍼 (SHELTER & PAPER),PAPER (F6),0,1,1,1,53,2023,좌석 미상
서교스퀘어,서교스퀘어,0,2,2,2,47,2023,좌석 미상
퍼멘츠 (FERMENTS),퍼멘츠,0,1,1,1,53,2023,좌석 미상
어연히하우스,어연히하우스,0,6,1,13,43,2023,좌석 미상
뉴컬쳐커피 [김포],뉴컬쳐커피 [김포],20,1,1,2,50,2023,1~300석 미만
부산민속예술관,송유당,0,1,1,2,62,2023,좌석 미상
디너씨어터,디너씨어터 (B1),0,1,1,17,96,2023,좌석 미상
갤러리 오누이,갤러리 오누이,30,1,1,1,46,2023,1~300석 미만
힉셀스튜디오,힉셀스튜디오,50,1,1,2,39,2023,1~300석 미만
단밤스튜디오,스튜디오,0,1,1,2,40,2023,좌석 미상
플렉스홀 3호점,공연장 (B1),0,1,1,1,81,2023,좌석 미상
마이원타워,커뮤니케이션홀 (B1),0,1,1,1,40,2023,좌석 미상
푸투라 서울,푸투라 서울,0,1,1,3,80,2023,좌석 미상
스페이스 원지,스페이스 원지,0,1,1,1,71,2023,좌석 미상
마루아트센터,교실세트장,0,1,1,1,50,2023,좌석 미상
세라믹팔레스홀,세라믹팔레스홀,401,2,2,2,25,2024,300~500석 미만
두리춤터,Black Box,66,1,1,1,25,2023,1~300석 미만
두리춤터,FOYER,120,0,0,0,0,2023,1~300석 미만
예전아트센터,예전아트센터,200,1,1,3,11,2023,1~300석 미만
하늘바람소극장,하늘바람소극장,0,1,1,2,7,2023,좌석 미상
NH아트홀,NH아트홀,406,1,0,8,22,2023,300~500석 미만
충남학생교육문화원,대공연장,934,0,0,0,0,2023,"500~1,000석 미만"
충남학생교육문화원,소공연장,247,1,1,1,5,2023,1~300석 미만
한울림소극장,한울림소극장,90,2,2,4,32,2024,1~300석 미만
문화공간 새벽 (구. 연극창고 새벽),문화공간 새벽 (구. 연극창고 새벽),108,1,0,4,9,2023,1~300석 미만
대학로 스카이씨어터,1관,200,0,0,0,0,2024,1~300석 미만
대학로 스카이씨어터,2관(5층 구 JK아트홀),130,1,1,4,13,2024,1~300석 미만
에저또소극장 [부산],에저또소극장 [부산],0,1,0,2,11,2023,좌석 미상
동숭무대소극장,동숭무대소극장,150,1,1,1,2,2024,1~300석 미만
소극장 창덕궁,소극장 창덕궁,80,1,1,4,23,2024,1~300석 미만
원주중앙청소년문화의집,소공연장,80,1,1,1,12,2023,1~300석 미만
원주중앙청소년문화의집,청년플랫폼 청년마을 (5층),80,0,0,0,0,2023,1~300석 미만
공연일번지,공연일번지,70,1,1,2,6,2023,1~300석 미만
나다소극장,나다소극장,80,2,2,5,15,2023,1~300석 미만
안산올림픽기념관,중극장,420,1,1,1,4,2023,300~500석 미만
안산올림픽기념관,대공연장,420,0,0,0,0,2023,300~500석 미만
극단새결 소극장 (필씨어터),필씨어터,70,1,1,2,3,2023,1~300석 미만
창작소극장,창작소극장,100,1,1,3,6,2023,1~300석 미만
떼아뜨르 다락 소극장,떼아뜨르 다락 소극장,90,1,1,3,30,2023,1~300석 미만
소극장 6번출구,소극장 6번출구,90,1,1,1,6,2023,1~300석 미만
문래예술공장,박스씨어터,100,1,1,3,18,2023,1~300석 미만
문래예술공장,갤러리M30,80,0,0,0,0,2023,1~300석 미만
예술극장 온,예술극장 온,70,1,1,3,17,2023,1~300석 미만
나비아트홀,나비아트홀,120,1,1,1,10,2023,1~300석 미만
L&S아트홀(빛과소리아트홀),L&S아트홀(빛과소리아트홀),280,1,1,3,7,2023,1~300석 미만
소극장 극예술공간,소극장 극예술공간,50,2,2,5,18,2023,1~300석 미만
문화정원 아트홀,문화정원 아트홀,194,1,1,1,28,2024,1~300석 미만
한남대학교 56주년기념관,서의필홀,430,1,1,2,11,2023,300~500석 미만
대전청소년위캔센터,대강당,402,1,1,1,5,2023,300~500석 미만
아트브릿지,아트브릿지,150,3,3,3,13,2024,1~300석 미만
창조소극장 (구. 민아트홀),창조소극장 (구. 민아트홀),100,4,2,6,20,2024,1~300석 미만
복합문화공간에무,팡타 개라지,100,1,1,1,17,2024,1~300석 미만
복합문화공간에무,야외 뒷뜰 (은하수 공연장),50,0,0,0,0,2024,1~300석 미만
복합문화공간에무,에무시네마 1관 (2F),51,0,0,0,0,2024,1~300석 미만
복합문화공간에무,에무시네마 2관 (3F),52,0,0,0,0,2024,1~300석 미만
소셜베뉴 라움,마제스틱볼룸,828,1,1,1,9,2024,"500~1,000석 미만"
소셜베뉴 라움,체임버홀,384,2,1,3,19,2024,300~500석 미만
소셜베뉴 라움,그라스가든,350,0,0,0,0,2024,300~500석 미만
북극곰소극장(구.아뮤스소극장),북극곰소극장(구.아뮤스소극장),37,1,0,1,6,2024,1~300석 미만
문화공간 아이원,운당,80,1,1,1,12,2024,1~300석 미만
김희수아트센터,SPACE 1(다목적홀),140,1,1,2,14,2023,1~300석 미만
김희수아트센터,설립자기념홀,0,0,0,0,0,2023,좌석 미상
브러쉬씨어터(롯데서울숲IT캐슬),브러쉬씨어터(롯데서울숲IT캐슬),120,1,1,6,17,2023,1~300석 미만
충북대학교 개신문화관,충북대학교 개신문화관,719,1,1,2,3,2023,"500~1,000석 미만"
생기 스튜디오,생기 스튜디오,70,1,1,1,10,2024,1~300석 미만
보헤미안 소극장,보헤미안 소극장,100,1,1,1,21,2023,1~300석 미만
Cafe PPnF,Cafe PPnF,30,1,1,1,16,2024,1~300석 미만
매지클,매지클,18,1,0,4,9,2024,1~300석 미만
소극장 울림터 (극단 메카네),소극장 울림터 (극단 메카네),70,1,1,1,6,2024,1~300석 미만
재즈클럽 그루브,재즈클럽 그루브,70,1,1,1,9,2023,1~300석 미만
클럽헤비,클럽헤비,100,1,1,1,19,2023,1~300석 미만
오방가르드,오방가르드,0,1,1,1,22,2024,좌석 미상
섬유센터,이벤트홀,600,1,1,2,33,2023,"500~1,000석 미만"
토마토소극장,토마토소극장,125,1,0,1,6,2023,1~300석 미만
보광극장,보광극장,30,2,1,6,27,2024,1~300석 미만
허리우드극장 (구. 모두의극장),셰프전용관,386,1,0,4,12,2023,300~500석 미만
서소문성지 역사박물관,콘솔레이션 홀,0,1,1,1,14,2023,좌석 미상
공간소극장 [대연역],공간소극장 [대연역],50,2,2,7,26,2024,1~300석 미만
설렘아트홀,설렘아트홀,52,2,2,3,25,2024,1~300석 미만
에피소드 서초 393,에피소드 서초 393,0,1,1,1,25,2024,좌석 미상
콜드슬립(koldsleep),콜드슬립(koldsleep),0,1,1,11,10,2023,좌석 미상
문화공간 이룸 [전주],아트홀,130,2,1,2,7,2023,1~300석 미만
김영오 아트센터,김영오 아트센터,190,1,0,3,10,2023,1~300석 미만
야기스튜디오,야기스튜디오,0,1,1,1,24,2024,좌석 미상
성남소극장,성남소극장,0,1,0,7,27,2024,좌석 미상
음악공간 중력장,중력장,0,3,3,3,27,2024,좌석 미상
후케즈,공연장,140,1,1,1,32,2024,1~300석 미만
종로여가,종로여가,0,1,1,1,14,2023,좌석 미상
긱라이브하우스,긱라이브하우스,50,1,1,2,15,2023,1~300석 미만
1미터마술,1미터마술,0,1,0,1,4,2024,좌석 미상
한국공예관 문화제조창,청주한국공예관 공연장,300,1,1,3,27,2023,300~500석 미만
에이치아츠(H-Art),스튜디오,0,3,3,3,15,2024,좌석 미상
에이치아츠(H-Art),콘서트홀,30,1,1,1,14,2024,1~300석 미만
청담 예인아트홀,청담 예인아트홀,0,1,1,1,5,2023,좌석 미상
콘체르트보눔,콘체르트보눔,0,1,1,1,20,2024,좌석 미상
필슈파스,필슈파스,0,1,1,1,24,2024,좌석 미상
SCN 아트홀,소극장,60,1,1,1,6,2024,1~300석 미만
롯데월드,민속박물관,0,0,0,0,0,2023,좌석 미상
롯데월드,국가유산체험센터,0,1,0,2,29,2023,좌석 미상
바른아트센터,바른아트홀,180,1,1,2,16,2023,1~300석 미만
공간춤,공간춤,44,1,0,3,6,2023,1~300석 미만
13블럭 소극장,공연장,60,1,1,1,3,2023,1~300석 미만
카페와안,2층 공연장,0,3,3,3,9,2023,좌석 미상
이지클래식 [경산],공연장(3F),0,3,3,4,28,2023,좌석 미상
클럽 일마레,공연장(2F),0,1,1,1,21,2023,좌석 미상
로데아트센터,콘서트홀,209,1,1,1,6,2023,1~300석 미만
로데아트센터,소공연장,60,0,0,0,0,2023,1~300석 미만
로데아트센터,오케스트라홀,80,0,0,0,0,2023,1~300석 미만
아시티스,메인홀(B1),0,1,1,1,14,2023,좌석 미상
문래레코드,문래레코드,0,1,1,1,3,2023,좌석 미상
"문기타, 문씨어터 [진주]",문씨어터,0,2,2,2,20,2023,좌석 미상
사진가 김신중의 스튜디오,스튜디오,15,1,1,1,13,2023,1~300석 미만
갤러리 디 아르테 청담,공연장 (B1),0,3,3,3,10,2023,좌석 미상
쌍용아파트,상가동 305호,0,1,1,8,32,2023,좌석 미상
수상한거리 2호점,수상한거리 2호점,80,1,1,1,29,2023,1~300석 미만
카페 모베터블루스,카페 모베터블루스,0,1,0,3,7,2023,좌석 미상
Bibistudio,Bibistudio,12,1,1,1,12,2023,1~300석 미만
음악공간 벙커 [일산],음악공간 벙커,0,1,0,3,6,2023,좌석 미상
온쉼표,온쉼표,0,1,1,1,25,2023,좌석 미상
씨스퀘어,씨스퀘어,156,1,1,2,25,2023,1~300석 미만
언더독 뮤지엄,언더독 뮤지엄 (B1),0,1,1,1,8,2023,좌석 미상
서보미술문화공간 [서울],서보미술문화공간,0,1,1,1,9,2023,좌석 미상
새싹타워,새싹홀 (B1),75,1,1,3,11,2023,1~300석 미만
이태원 불꽃,이태원 불꽃,0,1,1,29,28,2023,좌석 미상
살롱쿤스트,살롱쿤스트,30,2,2,2,3,2023,1~300석 미만
부암동 제비꽃다방,부암동 제비꽃다방,0,1,1,1,23,2023,좌석 미상
오버스토리,오버스토리,0,1,1,1,30,2023,좌석 미상
스튜디오 아르카나,스튜디오 아르카나,6,1,0,2,12,2023,1~300석 미만
강릉교회,TG홀,0,1,1,1,2,2023,좌석 미상
스페이스 씨 (코리아나미술관),전시관,0,1,1,2,23,2023,좌석 미상
콘서트홀 나누,콘서트홀 나누,50,1,1,1,19,2023,1~300석 미만
엑터스토리,엑터스토리,70,1,1,1,2,2023,1~300석 미만
문학시어터,문학시어터,111,1,1,1,1,2024,1~300석 미만
우전소극장,우전소극장,100,1,1,2,2,2023,1~300석 미만
서귀포예술의전당,대극장,802,0,0,0,0,2024,"500~1,000석 미만"
서귀포예술의전당,소극장,190,1,1,1,1,2024,1~300석 미만
서귀포예술의전당,야외공연장,123,0,0,0,0,2024,1~300석 미만
파라다이스시티,그랜드볼륨,1820,0,0,0,0,2023,"1,000~5,000석 미만"
파라다이스시티,컬처파크 (야외),0,0,0,0,0,2023,좌석 미상
파라다이스시티,클럽 크로마,0,1,0,1,2,2023,좌석 미상
파라다이스시티,스튜디오 파라다이스,0,0,0,0,0,2023,좌석 미상
에보니홀,에보니홀,35,1,1,1,1,2023,1~300석 미만
자양스테이션(파리뮤직포럼),자양스테이션(파리뮤직포럼),50,1,1,1,1,2023,1~300석 미만
극단 예터,예터 무대,0,1,1,1,1,2023,좌석 미상
오즈아트홀,오즈아트홀,100,1,1,1,2,2023,1~300석 미만
성민아트홀,성민아트홀,0,1,1,1,1,2023,좌석 미상
서울드래곤시티 스카이킹덤,카바나 시티,0,0,0,0,0,2023,좌석 미상
서울드래곤시티 스카이킹덤,킹스베케이션,0,1,0,1,2,2023,좌석 미상
세종시민회관,세종시민회관,250,1,1,1,1,2023,1~300석 미만
마산문화예술센터 시민극장,마산문화예술센터 시민극장,100,1,1,2,2,2023,1~300석 미만
예술의전당 [서울],CJ 토월극장,1004,1,0,22,14351,2024,"1,000~5,000석 미만"
예술의전당 [서울],리사이틀홀,354,20,20,20,5648,2024,300~500석 미만
예술의전당 [서울],콘서트홀,2505,14,14,14,28107,2024,"1,000~5,000석 미만"
예술의전당 [서울],자유소극장,241,1,0,22,4239,2024,1~300석 미만
예술의전당 [서울],IBK챔버홀,600,16,16,16,7736,2024,"500~1,000석 미만"
예술의전당 [서울],오페라극장,2283,1,1,14,28457,2024,"1,000~5,000석 미만"
예술의전당 [서울],신세계스퀘어 야외무대,1000,0,0,0,0,2024,"1,000~5,000석 미만"
예술의전당 [서울],인춘아트홀,100,13,13,13,1253,2024,1~300석 미만
예술의전당 [서울],1101어린이라운지,0,0,0,0,0,2024,좌석 미상
예술의전당 [서울],서예박물관,0,0,0,0,0,2024,좌석 미상
예술의전당 [서울],N스튜디오(국립예술단체공연연습장) 공용1,20,0,0,0,0,2024,1~300석 미만
국립극장,하늘극장,627,1,0,15,9842,2024,"500~1,000석 미만"
국립극장,별오름극장,74,0,0,0,0,2024,1~300석 미만
국립극장,해오름극장,1221,3,3,9,9053,2024,"1,000~5,000석 미만"
국립극장,달오름극장,510,3,3,7,2638,2024,"500~1,000석 미만"
